time,frac_pred,temp_pred
0,0.29044122,50.537014
20,0.31242636,51.155525
40,0.33437365,51.73589
60,0.35629895,52.28225
80,0.37822744,52.798508
100,0.40019363,53.28832
120,0.4222412,53.755184
140,0.4444235,54.20242
160,0.4668033,54.633247
180,0.48945206,55.050777
200,0.5124503,55.45807
220,0.5358845,55.858124
240,0.55984586,56.253983
260,0.58442587,56.64864
280,0.6097118,57.045155
300,0.6357793,57.446613
320,0.66268206,57.85612
340,0.6904415,58.276814
360,0.71903396,58.711906
380,0.74837524,59.16456
400,0.77830666,59.63803
420,0.80858535,60.13562
440,0.83887476,60.660698
460,0.86874706,61.216774
480,0.8976923,61.807537
500,0.92513984,62.43678
520,0.95049125,63.108273
540,0.9731657,63.82538
560,0.99264795,64.59038
580,1.0,65.403694
600,1.0,66.26273
620,1.0,67.16101
640,1.0,68.08754
660,1.0,69.02709
680,1.0,69.961235
700,1.0,70.870285
720,1.0,71.73556
740,1.0,72.54147
760,1.0,73.27691
780,1.0,73.93579
800,1.0,74.51669
820,1.0,75.02188
840,1.0,75.456314
860,1.0,75.82642
880,0.9985401,76.13927
900,0.99759203,76.401855
920,0.9970711,76.62077
940,0.99689597,76.80188
960,0.99699587,76.950386
980,0.9973088,77.07065
1000,0.9977842,77.16643
1020,0.99838,77.24088
1040,0.99906343,77.29665
1060,0.9998078,77.33595
1080,1.0,77.360664
1100,1.0,77.37239
1120,1.0,77.37252
1140,1.0,77.362236
1160,1.0,77.3426
1180,1.0,77.31451
1200,1.0,77.278824
1220,1.0,77.23627
1240,1.0,77.18753
1260,1.0,77.133194
1280,1.0,77.073814
1300,1.0,77.00992
1320,1.0,76.941956
1340,1.0,76.870346
1360,1.0,76.795456
1380,1.0,76.71764
1400,1.0,76.63723
1420,1.0,76.5545
1440,1.0,76.46971
1460,1.0,76.38311
1480,1.0,76.2949
