time,frac_pred,temp_pred
0,0.0,29.381868
20,0.00033442676,32.087982
40,0.013944089,34.539246
60,0.030047297,36.753128
80,0.048499048,38.74963
100,0.069128826,40.54978
120,0.09174475,42.17469
140,0.11613676,43.644596
160,0.14207953,44.978428
180,0.16933554,46.1935
200,0.19765949,47.30536
220,0.22680521,48.32784
240,0.25653234,49.273117
260,0.28661624,50.15194
280,0.31685534,50.9737
300,0.3470805,51.746742
320,0.3771594,52.478394
340,0.4070017,53.175278
360,0.436558,53.843334
380,0.46581596,54.48803
400,0.49479645,55.114357
420,0.523542,55.726955
440,0.5521081,56.3301
460,0.580549,56.92779
480,0.608908,57.523678
500,0.6372033,58.12107
520,0.6654208,58.722904
540,0.69350594,59.331738
560,0.7213606,59.9497
580,0.7488433,60.578495
600,0.77577555,61.219315
620,0.8019493,61.872925
640,0.82713974,62.53957
660,0.85111845,63.21904
680,0.8736684,63.91061
700,0.89459723,64.61305
720,0.9137501,65.32464
740,0.9310166,66.043076
760,0.9463373,66.76564
780,0.95970446,67.48914
800,0.9711599,68.20996
820,0.98078996,68.924255
840,0.988718,69.627975
860,0.9950953,70.317055
880,1.0,70.98762
900,1.0,71.63602
920,1.0,72.25905
940,1.0,72.854004
960,1.0,73.41876
980,1.0,73.951775
1000,1.0,74.45211
1020,1.0,74.91942
1040,1.0,75.35381
1060,1.0,75.75585
1080,1.0,76.12648
1100,1.0,76.46689
1120,1.0,76.77848
1140,1.0,77.062805
1160,1.0,77.321495
1180,1.0,77.55622
1200,1.0,77.76861
1220,1.0,77.96029
1240,1.0,78.132835
1260,1.0,78.28771
1280,1.0,78.42631
1300,1.0,78.549934
1320,1.0,78.65981
1340,1.0,78.75704
1360,1.0,78.842674
1380,1.0,78.91764
1400,1.0,78.982796
1420,1.0,79.038925
1440,1.0,79.086754
1460,1.0,79.126915
1480,1.0,79.16001
