time,frac_pred,temp_pred
0,0.2640366,49.86229
20,0.28760344,50.6045
40,0.31115645,51.29752
60,0.3346998,51.946438
80,0.35824865,52.55608
100,0.38182914,53.131004
120,0.40547818,53.675533
140,0.42924452,54.19382
160,0.4531865,54.689785
180,0.47737283,55.167263
200,0.5018805,55.62996
220,0.52679366,56.081524
240,0.55219954,56.52558
260,0.5781847,56.965706
280,0.6048294,57.40547
300,0.63219786,57.848484
320,0.6603303,58.298374
340,0.68922967,58.75881
360,0.7188478,59.23343
380,0.7490716,59.725967
400,0.7797106,60.240158
420,0.81048465,60.779854
440,0.8410221,61.348965
460,0.8708625,61.951576
480,0.8994716,62.591793
500,0.9262677,63.27376
520,0.95066077,64.001274
540,0.97210044,64.777245
560,0.9901311,65.60295
580,1.0,66.47701
600,1.0,67.39438
620,1.0,68.345604
640,1.0,69.31669
660,1.0,70.29006
680,1.0,71.24602
700,1.0,72.16511
720,1.0,73.03036
740,1.0,73.828995
760,1.0,74.553276
780,1.0,75.2004
800,1.0,75.77173
820,0.998992,76.27163
840,0.99716634,76.70638
860,0.9959262,77.08307
880,0.99519354,77.408844
900,0.99488467,77.69049
920,0.99491936,77.9341
940,0.9952237,78.144936
960,0.99573594,78.32748
980,0.99640363,78.48545
1000,0.99718434,78.621925
1020,0.9980448,78.73943
1040,0.99895746,78.84001
1060,0.9999023,78.92538
1080,1.0,78.99691
1100,1.0,79.0558
1120,1.0,79.10305
1140,1.0,79.13951
1160,1.0,79.16597
1180,1.0,79.18308
1200,1.0,79.1915
1220,1.0,79.19177
1240,1.0,79.18448
1260,1.0,79.1701
1280,1.0,79.149124
1300,1.0,79.12201
1320,1.0,79.08919
1340,1.0,79.05108
1360,1.0,79.00807
1380,1.0,78.96053
1400,1.0,78.90882
1420,1.0,78.85327
1440,1.0,78.79418
1460,1.0,78.73186
1480,1.0,78.666565
