time,frac_pred,temp_pred
0,0.0,29.530907
20,0.0,32.434055
40,0.016292498,35.058147
60,0.035549745,37.419773
80,0.057390213,39.539284
100,0.08160706,41.43909
120,0.1079613,43.142338
140,0.13618721,44.671722
160,0.16599849,46.048878
180,0.19709596,47.2938
200,0.22917646,48.42469
220,0.26194614,49.457912
240,0.29513124,50.408066
260,0.32849327,51.288044
280,0.3618382,52.1094
300,0.3950253,52.882378
320,0.42797065,53.61618
340,0.46064448,54.319164
360,0.4930625,54.998894
380,0.5252751,55.662342
400,0.55734736,56.315792
420,0.58934116,56.96508
440,0.6212933,57.615395
460,0.6531976,58.271374
480,0.6849895,58.936974
500,0.7165367,59.615498
520,0.7476393,60.309456
540,0.77803636,61.020695
560,0.8074217,61.750217
580,0.8354663,62.49827
600,0.8618433,63.264267
620,0.8862549,64.046776
640,0.90845615,64.84357
660,0.92827207,65.65154
680,0.94560915,66.46673
700,0.9604588,67.284424
720,0.9728921,68.09929
740,0.9830504,68.90556
760,0.991129,69.6973
780,0.99736136,70.46867
800,1.0,71.21419
820,1.0,71.929
840,1.0,72.6091
860,1.0,73.25139
880,1.0,73.85372
900,1.0,74.41494
920,1.0,74.93474
940,1.0,75.41354
960,1.0,75.852425
980,1.0,76.25293
1000,1.0,76.61693
1020,1.0,76.946556
1040,1.0,77.24403
1060,1.0,77.51164
1080,1.0,77.75164
1100,1.0,77.96624
1120,1.0,78.15752
1140,1.0,78.32742
1160,1.0,78.47784
1180,1.0,78.61041
1200,1.0,78.72672
1220,1.0,78.82821
1240,1.0,78.91612
1260,1.0,78.991684
1280,1.0,79.05595
1300,1.0,79.10983
1320,1.0,79.15425
1340,1.0,79.189964
1360,1.0,79.21769
1380,1.0,79.23804
1400,1.0,79.25159
1420,1.0,79.25889
1440,1.0,79.260376
1460,1.0,79.25649
1480,1.0,79.2476
